FID,id,latitude,longitude,country,sample_size,hbaa,hbas,hbss,malaria_hypothesis,population_estimates,area_type,source,citation,country_id,malaria_metrics_available,identifiedproblem
HbS_Data.fid--5a9ebec4_181ab14c941_1e0f,795,5.8808,-10.0467,Liberia,1294,,106,2,NO,YES,Point (? 10 km2),IBD02176,"Willcox, M. C. and L. Beckman (1981). ""Haemoglobin variants, beta-thalassaemia and G-6-PD types in Liberia."" Human Heredity 31(6): 339-347.",LBR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cdf,361,5.902,30.775,Sudan,98,91,7,,YES,YES,Point (? 10 km2),IBD00736,"Foy, H., A. Kondi, et al. (1964). ""The variability of sickle-cell rates in tribes of Kenya and the Southern Sudan."" British Medical Journal 1: 294-297.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e5b,5,5.9846,-0.8597,Ghana,58,43,8,0,YES,YES,,IBD00006,"Acquaye, C. T. A. and J. H. Oldham (1973). ""Variants of haemoglobin and glucose-6-phosphate dehydrogenase - I. Distribution in Southern Ghana."" Ghana Medical Journal 12: 412-418.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c4d,150,6.0594,-8.3214,Liberia,120,107,1,0,YES,YES,,IBD00242,"Bienzle, U., H. Komp, et al. (1983). ""The distribution and interaction of haemoglobin variants and the beta thalassaemia gene in Liberia."" Human Genetics 63(4): 400-403.",LBR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c4e,151,6.0832,-9.617,Liberia,184,149,13,0,YES,YES,,IBD00242,"Bienzle, U., H. Komp, et al. (1983). ""The distribution and interaction of haemoglobin variants and the beta thalassaemia gene in Liberia."" Human Genetics 63(4): 400-403.",LBR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1adf,1017,6.127,1.227,Togo,385,240,72,4,YES,YES,Wide-area (>10 and ? 25 km2),IBD02919,"North, M. L., M. C. Piffaut, et al. (1988). ""Detection of haemoglobinopathies at birth in Togo."" Nouvelle Revue Francaise d'Hematologie 30(4): 237-241.",TGO,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e77,1046,6.129,1.225,Togo,171,141,28,2,YES,YES,,IBD03084,"Segbena, A. Y., C. Prehu, et al. (1998). ""Hemoglobins in Togolese newborns: Hb S, Hb C, Hb Bart's, and alpha-globin gene status."" American Journal of Hematology 59(3): 208-213.",TGO,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1fb1,1224,6.141,80.543,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ace,1148,6.1678,-61.4278,Venezuela,,,,,,,,IBD03284,"Arends, A. (2010) personal communication",VEN,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e5c,6,6.1714,-1.8862,Ghana,57,44,9,0,YES,YES,,IBD00006,"Acquaye, C. T. A. and J. H. Oldham (1973). ""Variants of haemoglobin and glucose-6-phosphate dehydrogenase - I. Distribution in Southern Ghana."" Ghana Medical Journal 12: 412-418.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f90,1225,6.22,80.254,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e8d,7,6.2372,0.4125,Ghana,88,59,19,0,YES,YES,,IBD00006,"Acquaye, C. T. A. and J. H. Oldham (1973). ""Variants of haemoglobin and glucose-6-phosphate dehydrogenase - I. Distribution in Southern Ghana."" Ghana Medical Journal 12: 412-418.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f9e,1226,6.258,81.11,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f29,1119,6.337,5.625,Nigeria,636,485,133,18,YES,YES,Point (? 10 km2),IBD03259,"Odunvbun, M. E., A. A. Okolo, et al. (2008). ""Newborn screening for sickle cell disease in a Nigerian hospital."" Public Health 122(10): 1111-1116.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e0e,793,6.448,-9.308,Liberia,301,277,24,0,YES,YES,Large polygon (>100 km2),IBD02175,"Willcox, M. C. (1975). ""Thalassaemia in northern Liberia. A survey in the Mount Nimba area."" Journal of Medical Genetics 12(1): 55-63.",LBR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1eaa,998,6.451,7.491,Nigeria,2239,,,32,YES,NO,Wide-area (>10 and ? 25 km2),IBD02857,"Modebe, O. (1987). ""The effect of homozygous sickle cell disease on the age at menarche in Nigerian schoolgirls."" Annals of Human Biology 14(2): 181-185.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b1e,428,6.452,7.492,Nigeria,1022,,230,16,NO,YES,,IBD01041,"Kaine, W. N. and I. Udeozo (1981). ""Incidence of sickle cell trait and anemia in Ibo, preschool children "" Nigerian Journal of Peadiatrics 8: 87-89.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ca7,277,6.479,2.631,Benin,469,393,68,8,YES,YES,Point (? 10 km2),IBD00550,"Cresta, M. and N. Avoundogba (1980). ""[Risultati delio studio longitdinale dalla nasciia a 5 anni in un gruppo di bambini di Porto Novo (Repubblica Popolare del Benin)]."" Rivista di Antropologia 61: 43-132.",BEN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1deb,745,6.501,2.399,Benin,102,73,19,0,YES,YES,Point (? 10 km2),IBD01925,"Spedini, G., M. Fuciarelli, et al. (1980). ""Blood polymorphism frequencies in the Tofinu, the ""Water Men"" of Southern Benin."" Anthropologischer Anzeiger 38(2): 121-130.",BEN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f34,1251,6.519,3.381,Nigeria,150,105,39,2,NO,YES,Point (? 10 km2),IBD03308,"Adeyemo, O. A. and O. B. Soboyejo (2006). ""Frequency distribution of ABO, RH blood groups and blood genotypes among the cell biology and genetics students of University of Lagos, Nigeria."" African Journal of Biotechnology 5(22): 2062-2065.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e6e,1227,6.572,80.123,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f9f,1228,6.579,80.566,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bce,278,6.5833,1.6667,Benin,248,158,80,,NO,YES,,IBD00551,"Cresta, M., G. Spedini, et al. (1968). ""[Antropologia morfologica ed emalogica del basso Dahomey. Nota III- Emazie. emoglobine, caratteri chimici]."" Rivista di Antropologia 55: 189-202.",BEN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c05,78,6.6241,-71.8485,Colombia,100,100,0,0,YES,YES,Large polygon (>100 km2),IBD00102,"Arends, T. (1961). ""Absence of abnormal haemoglobins in Colombian Tunebo Indians."" Nature 190: 93-94.",COL,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bd6,561,6.633,3.383,Nigeria,125,100,25,0,YES,YES,Point (? 10 km2),IBD01393,"Monekosso, G. L. and A. A. Ibiama (1966). ""Splenogamy and sickle-cell trait in a malaria-endemic village."" Lancet 1(1347-1348).",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bda,1131,6.689,-1.623,Ghana,255991,193474,34182,2455,YES,YES,Wide-area (>10 and ? 25 km2),IBD03275,"Ohene-Frempong, K., J. Oduro, et al. (2008). ""Screening newborns for sickle cell disease in Ghana."" Pediatrics 121: S120-S121.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bc2,560,6.717,3.867,Nigeria,48,38,10,0,YES,YES,Point (? 10 km2),IBD01392,"Monekosso, G. L. (1964). ""Clinical Survey of a Yoruba Village."" The West African Medical Journal 13: 47-59.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e0a,789,6.75,3.033,Nigeria,873,646,224,3,NO,YES,Point (? 10 km2),IBD02139,"Walters, J. H. and H. Lehmann (1956). ""Distribution of the S and C haemoglobin variants in two Nigerian communities."" Transactions of the Royal Society of Tropical Medicine and Hygiene 50(3): 204-208.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1db9,654,6.761,30.113,Sudan,320,320,0,,YES,YES,Large polygon (>100 km2),IBD01684,"Roberts, D. F. and H. Lehmann (1955). ""A search for abnormal haemoglobins in some southern Sudanese peoples."" British Medical Journal 1(4912): 519-521.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e8e,8,6.7775,-0.7159,Ghana,70,52,12,0,YES,YES,,IBD00006,"Acquaye, C. T. A. and J. H. Oldham (1973). ""Variants of haemoglobin and glucose-6-phosphate dehydrogenase - I. Distribution in Southern Ghana."" Ghana Medical Journal 12: 412-418.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f97,1229,6.782,81.302,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1eab,997,6.791,-1.083,Ghana,530,374,73,1,YES,YES,Point (? 10 km2),IBD02856,"Mockenhaupt, F. P., B. Rong, et al. (2000). ""Anaemia in pregnant Ghanaian women: importance of malaria, iron deficiency, and haemoglobinopathies."" Transactions of the Royal Society of Tropical Medicine and Hygiene 94(5): 477-483.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d2d,452,6.819,79.865,Sri Lanka,160,,0,0,NO,YES,,IBD01098,"Kirk, R. L., L. Y. Lai, et al. (1962). ""The blood and serum groups of selected populations in South India and Ceylon."" American Journal of Physical Anthropology 20: 485-479.",LKA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c55,159,6.85,0.75,Togo,147,96,34,0,NO,YES,,IBD00243,"Bienzle, U., V. C. Okoye, et al. (1972). ""Haemoglobin and glucose-6-phosphate dehydrogenase variants: distribution in relation to malaria endemicity in a Togolese population."" Zeitschrift fur Tropenmedizin und Parasitologie 23(1): 56-62.",TGO,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c4f,152,6.8619,-11.1281,Liberia,109,75,20,0,YES,YES,,IBD00242,"Bienzle, U., H. Komp, et al. (1983). ""The distribution and interaction of haemoglobin variants and the beta thalassaemia gene in Liberia."" Human Genetics 63(4): 400-403.",LBR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f93,1140,6.867,-65.634,Venezuela,,,,,,,,IBD03283,Arends (2009) personal communication,VEN,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ef4,1109,6.867,-1.517,Ghana,53,45,8,,NO,YES,Point (? 10 km2),IBD03256,"Kreuels, B., R. Kobbe, et al. (2008). ""Spatial variation of malaria incidence in young children from a geographically homogeneous area with high endemicity."" J Infect Dis 197(1): 85-93.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f95,1230,6.868,80.021,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c50,153,6.8921,-8.6753,Liberia,119,101,3,0,YES,YES,,IBD00242,"Bienzle, U., H. Komp, et al. (1983). ""The distribution and interaction of haemoglobin variants and the beta thalassaemia gene in Liberia."" Human Genetics 63(4): 400-403.",LBR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b58,1110,6.901,-1.517,Ghana,62,52,3,,NO,YES,Point (? 10 km2),IBD03256,"Kreuels, B., R. Kobbe, et al. (2008). ""Spatial variation of malaria incidence in young children from a geographically homogeneous area with high endemicity."" J Infect Dis 197(1): 85-93.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f21,1111,6.902,-1.434,Ghana,55,49,6,,NO,YES,Point (? 10 km2),IBD03256,"Kreuels, B., R. Kobbe, et al. (2008). ""Spatial variation of malaria incidence in young children from a geographically homogeneous area with high endemicity."" J Infect Dis 197(1): 85-93.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f22,1112,6.934,-1.484,Ghana,56,52,4,,NO,YES,Point (? 10 km2),IBD03256,"Kreuels, B., R. Kobbe, et al. (2008). ""Spatial variation of malaria incidence in young children from a geographically homogeneous area with high endemicity."" J Infect Dis 197(1): 85-93.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f23,1113,6.95,-1.517,Ghana,21,19,2,,NO,YES,Point (? 10 km2),IBD03256,"Kreuels, B., R. Kobbe, et al. (2008). ""Spatial variation of malaria incidence in young children from a geographically homogeneous area with high endemicity."" J Infect Dis 197(1): 85-93.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f24,1114,6.951,-1.5,Ghana,22,20,2,,NO,YES,Point (? 10 km2),IBD03256,"Kreuels, B., R. Kobbe, et al. (2008). ""Spatial variation of malaria incidence in young children from a geographically homogeneous area with high endemicity."" J Infect Dis 197(1): 85-93.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d3b,20,6.963,93.74,India,113,113,0,,NO,YES,Small polygon (>25 and ? 100 km2),IBD00021,"Agrawal, H. N. (1968). ""ABO blood groups, P.T.C. taste sensitivity, sickle cell trait, middle phalangeal hairs, and colour blindness in the coastal Nicobarese of Great Nicobar."" Acta Genetica et Statistica Medica 18(2): 147-154.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f25,1115,6.967,-1.5,Ghana,48,38,10,,NO,YES,Point (? 10 km2),IBD03256,"Kreuels, B., R. Kobbe, et al. (2008). ""Spatial variation of malaria incidence in young children from a geographically homogeneous area with high endemicity."" J Infect Dis 197(1): 85-93.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f26,1116,6.967,-1.468,Ghana,56,49,7,,NO,YES,Point (? 10 km2),IBD03256,"Kreuels, B., R. Kobbe, et al. (2008). ""Spatial variation of malaria incidence in young children from a geographically homogeneous area with high endemicity."" J Infect Dis 197(1): 85-93.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ea2,9,6.9742,-1.6357,Ghana,151,105,27,1,YES,YES,,IBD00006,"Acquaye, C. T. A. and J. H. Oldham (1973). ""Variants of haemoglobin and glucose-6-phosphate dehydrogenase - I. Distribution in Southern Ghana."" Ghana Medical Journal 12: 412-418.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c51,154,6.9912,-9.841,Liberia,159,121,23,0,YES,YES,,IBD00242,"Bienzle, U., H. Komp, et al. (1983). ""The distribution and interaction of haemoglobin variants and the beta thalassaemia gene in Liberia."" Human Genetics 63(4): 400-403.",LBR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ba6,1259,6.9934,-1.563,Ghana,1010,774,110,6,NO,YES,,IBD03318,"Kobbe, R., C. Kreuzberg, et al. (2007). ""A randomized controlled trial of extended intermittent preventive antimalarial treatment in infants."" Clinical infectious diseases : an official publication of the Infectious Diseases Society of America 45(1): 16-25.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c52,155,7.0124,-8.9849,Liberia,121,103,3,0,YES,YES,,IBD00242,"Bienzle, U., H. Komp, et al. (1983). ""The distribution and interaction of haemoglobin variants and the beta thalassaemia gene in Liberia."" Human Genetics 63(4): 400-403.",LBR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dd9,1231,7.013,80.766,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c9a,19,7.021,93.8106,India,55,55,0,0,YES,YES,,IBD00020,"Agrawal, H. N. (1966). ""ABO blood group and the sickle cell investigations among the Shompen of Great Nicobar."" Journal of the Indian Anthropological Society 1: 149-150.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1fa4,1232,7.061,81.044,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f27,1117,7.068,-1.533,Ghana,71,61,10,,NO,YES,Point (? 10 km2),IBD03256,"Kreuels, B., R. Kobbe, et al. (2008). ""Spatial variation of malaria incidence in young children from a geographically homogeneous area with high endemicity."" J Infect Dis 197(1): 85-93.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f99,1233,7.098,80.335,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1efc,1234,7.125,80.009,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bdb,1210,7.159,3.349,Nigeria,477,301,176,,YES,YES,Point (? 10 km2),IBD03293,"Idowu, O. A., C. F. Mafiana, et al. (2005). ""Anaemia in pregnancy: a survey of pregnant women in Abeokuta, Nigeria."" Afr Health Sci 5(4): 295-299.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bf2,10,7.1712,-2.533,Ghana,50,38,6,0,YES,YES,,IBD00006,"Acquaye, C. T. A. and J. H. Oldham (1973). ""Variants of haemoglobin and glucose-6-phosphate dehydrogenase - I. Distribution in Southern Ghana."" Ghana Medical Journal 12: 412-418.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bf3,11,7.1826,0.5787,Ghana,66,48,6,1,YES,YES,,IBD00006,"Acquaye, C. T. A. and J. H. Oldham (1973). ""Variants of haemoglobin and glucose-6-phosphate dehydrogenase - I. Distribution in Southern Ghana."" Ghana Medical Journal 12: 412-418.",GHA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b26,1235,7.185,80.678,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d2c,1236,7.225,81.555,Sri Lanka,,,,,,,,IBD03300,"Weatherall, D. J. (2010) personal communication",LKA,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f98,1141,7.267,-68.401,Venezuela,,,,,,,,IBD03283,Arends (2009) personal communication,VEN,FALSE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b5e,156,7.3179,-10.5819,Liberia,137,103,15,1,YES,YES,,IBD00242,"Bienzle, U., H. Komp, et al. (1983). ""The distribution and interaction of haemoglobin variants and the beta thalassaemia gene in Liberia."" Human Genetics 63(4): 400-403.",LBR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cb4,310,7.38,3.895,Nigeria,100,66,25,0,YES,NO,Point (? 10 km2),IBD00655,"Edozien, J. C. (1965). Deficiency of glucose-6-phosphate dehydrogenase in Nigeria. Abnormal Haemoglobins in Africa. H. P. Jonxis, Davis, F. A.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d33,462,7.38,3.895,Nigeria,8000,5280,2048,136,YES,NO,Small polygon (>25 and ? 100 km2),IBD01133,"Adadevoh, B. K. and O. A. Dada (1977). ""Contraception and haemoglobinopathies in Ibadan, Nigeria. An evaluation of the effect on anaemia."" Tropical and Geographical Medicine 29(1): 77-81.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d36,463,7.38,3.895,Nigeria,1166,776,360,0,YES,YES,Small polygon (>25 and ? 100 km2),IBD01133,"Adadevoh, B. K. and O. A. Dada (1977). ""Contraception and haemoglobinopathies in Ibadan, Nigeria. An evaluation of the effect on anaemia."" Tropical and Geographical Medicine 29(1): 77-81.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1db6,650,7.38,3.895,Nigeria,88,57,25,0,YES,NO,Small polygon (>25 and ? 100 km2),IBD01683,"Roberts, D. F. and A. E. Boyo (1962). ""Abnormal haemoglobins in childhood among the Yorba."" Human Biology 34: 20-37.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ed2,1020,7.38,3.895,Nigeria,10115,6796,2392,318,NO,YES,Small polygon (>25 and ? 100 km2),IBD02948,"Omotade, O. O., C. M. Kayode, et al. (1998). ""Routine screening for sickle cell haemoglobinopathy by electrophoresis in an infant welfare clinic."" West African Journal of Medicine 17(2): 91-94.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d9d,621,7.385,-10.41,Liberia,100,,19,,NO,YES,Large polygon (>100 km2),IBD01595,"Poindexter, H. A. (1953). ""Epidemiological survey among the Gola tribe in Liberia."" American Journal of Tropical Medicine and Hygiene 2(1): 30-38.",LBR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e17,803,7.426,3.287,Nigeria,72,,18,,YES,YES,Point (? 10 km2),IBD02223,"Achidi, E. A., L. S. Salimonu, et al. (1996). ""Studies on Plasmodium falciparum parasitemia and development of anemia in Nigerian infants during their first year of life."" American Journal of Tropical Medicine and Hygiene 55(2): 138-143.",NGA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d2e,453,7.489,80.365,Sri Lanka,128,,0,0,NO,YES,,IBD01098,"Kirk, R. L., L. Y. Lai, et al. (1962). ""The blood and serum groups of selected populations in South India and Ceylon."" American Journal of Physical Anthropology 20: 485-479.",LKA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bed,233,7.548,-3.017,Côte d'Ivoire,1052,562,130,0,NO,YES,,IBD00407,"Cabannes, R., C. Nicolas, et al. (1978). ""Etudehemotypologique et biologique des Abrons et des metis Koulango-abron."" Ann Univ Abidjan Fac Ned 12: 119-141.",CIV,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c56,160,7.584,0.599,Togo,168,122,22,0,YES,YES,,IBD00243,"Bienzle, U., V. C. Okoye, et al. (1972). ""Haemoglobin and glucose-6-phosphate dehydrogenase variants: distribution in relation to malaria endemicity in a Togolese population."" Zeitschrift fur Tropenmedizin und Parasitologie 23(1): 56-62.",TGO,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d2f,454,7.585,79.916,Sri Lanka,30,30,0,0,YES,YES,,IBD01098,"Kirk, R. L., L. Y. Lai, et al. (1962). ""The blood and serum groups of selected populations in South India and Ceylon."" American Journal of Physical Anthropology 20: 485-479.",LKA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c71,193,7.62,4.738,Nigeria,50,34,9,2,YES,YES,Point (? 10 km2),IBD00343,"Boyo, A. E. (1963). ""Starch gel electrophoresis of the haemoglobin of Nigerian children. A preliminary investigation of the incidence of thalassaemia."" The West African Medical Journal 12: 75-81.",NGA,TRUE,FALSE
